一	一ＹＩ一
纥	纟乙Ｈ
焘	<丰变>寸灬Ｔ
珙	王八Ｇ
栎	木<卬左>小Ｌ
胰	月大弓Ｙ
脔	<变上>内人Ｌ
缳	纟罒<衣下>Ｈ
觜	止匕用Ｚ
锝	钅日寸Ｄ
蕤	艹豕丿Ｒ
唿	口勹心Ｈ
柚	木由ＹＵ
荜	艹比十Ｂ
鲫	鱼<即左>卩Ｊ
洌	氵歹刂Ｌ
螈	虫厂小Ｙ
秆	禾干ＧＮ
骞	宀<冓上>马Ｑ
蕲	艹十斤Ｑ
仵	亻午ＷＵ
苻	艹亻寸Ｆ
斛	用斗Ｈ
搴	宀<冓上>手Ｑ
瘙	疒又虫Ｓ
獍	犭音儿Ｊ
郗	乂阝Ｘ
醴	酉日<首上>Ｌ
铬	钅各ＧＥ
篁	白王Ｈ
杷	木巴ＰＡ
烊	火羊ＹＧ
郜	口阝Ｇ
纩	纟广ＫＧ
脍	月人云Ｋ
鹂	一冂鸟Ｌ
牝	牜匕ＰＮ
骈	马丷开Ｐ
莳	艹日寸Ｓ
熨	尸寸火Ｙ
钿	钅田ＤＮ
冼	冫儿Ｘ
柑	木廿一Ｇ
孀	女<雨头>相Ｓ
恚	圭心ＨＩ
氦	气亥ＨＩ
湟	氵白王Ｈ
锒	钅丶艮Ｌ
锌	钅辛ＸＮ
鹬	冂鸟Ｙ
戕	爿戈ＱＧ
缦	纟日又Ｍ
虻	虫亡ＭＧ
篾	罒戊Ｍ
衽	衤壬ＲＮ
帏	巾二<韦下>Ｗ
轾	<车旁>至ＺＩ
碣	石日勹Ｊ
膂	<旗角>丿冃Ｌ
堞	土世木Ｄ
暾	日<享上>攵Ｔ
鼐	乃<鼎左><鼎右>Ｎ
炝	火人Ｑ
窨	穴音ＹＮ
鲟	鱼彐寸Ｘ
偬	亻勹心Ｚ
硌	石各ＧＥ
恽	忄冖车Ｙ
咴	口火Ｈ
竦	立木口Ｓ
邰	厶口阝Ｔ
虢	爫寸几Ｇ
覃	覀日十Ｑ
韭	非一ＪＵ
蕨	艹厂欠Ｊ
铉	钅玄ＸＮ
泵	石水ＢＧ
帧	巾<卓上>贝Ｚ
胱	月儿Ｇ
缟	纟<高外>口Ｇ
屐	尸彳又Ｊ
苌	艹长ＣＧ
腱	月<秉中>廴Ｊ
侔	亻厶牛Ｍ
鳃	鱼田心Ｓ
讦	讠干ＪＥ
圻	土斤ＱＩ
椽	木彑<豕下>Ｃ
癯	疒目隹Ｑ
灏	氵日页Ｈ
洮	氵<兆左><兆右>Ｔ
拊	扌亻寸Ｆ
眙	目厶口Ｙ
尜	小大小Ｇ
骝	马刀田Ｌ
髭	镸止匕Ｚ
蝰	虫大圭Ｋ
痨	疒艹力Ｌ
竽	于ＹＵ
狯	犭人云Ｋ
剡	火火刂Ｓ
鼋	元口乚Ｙ
腚	月宀<足下>Ｄ
猱	犭木Ｎ
辚	<车旁>米<舛右>Ｌ
螫	土攵虫Ｓ
缢	纟<首上>皿Ｙ
酶	酉母Ｍ
嘌	口覀示Ｐ
椴	木<段左>殳Ｄ
洹	氵一一Ｈ
趺	夫ＦＵ
盱	目于ＸＵ
犍	牜<秉中>廴Ｊ
镊	钅耳又Ｎ
噻	口宀土Ｓ
庹	广廿尺Ｔ
钙	钅一<亏下>Ｇ
赡	贝言Ｓ
罅	缶虍丨Ｘ
珥	王耳ＥＲ
狃	犭丑ＮＵ
镙	钅田小Ｌ
撄	扌贝女Ｙ
圩	土于ＸＵ
杌	木一儿Ｗ
峄	山又<举下>Ｙ
箴	戊一Ｚ
炔	火夬ＱＥ
茔	艹冖土Ｙ
墉	土广冃Ｙ
鏊	敖金ＡＯ
焙	火立口Ｂ
馏	饣刀田Ｌ
畲	人示田Ｓ
欹	大可欠Ｑ
洇	氵囗大Ｙ
吡	口比ＢＩ
仟	亻千ＱＮ
馐	饣丑Ｘ
宥	宀冃Ｙ
鼍	吅田乚Ｔ
苫	艹占ＳＮ
囹	囗今丶Ｌ
荛	艹<尧上>儿Ｒ
氯	气<录上>水Ｌ
昃	日厂人Ｚ
缱	纟<贵上>辶Ｑ
峤	山丿<齐下>Ｊ
龈	止凵艮Ｙ
睇	目丷弓Ｄ
娈	<变上>女ＬＮ
蹼	业丶Ｐ
榛	木禾Ｚ
蟥	虫八Ｈ
臬	自木ＮＥ
殳	殳ＳＵ丿
擀	扌人干Ｇ
旄	<旗角>毛ＭＯ
犰	犭九ＱＵ
彀	士弓殳Ｇ
狁	犭厶儿Ｙ
诤	讠亅Ｚ
傣	亻氺Ｄ
裢	衤车辶Ｌ
搠	扌<首上>月Ｓ
樨	木尸牛Ｘ
鹌	大乚鸟Ａ
踟	矢口Ｃ
铰	钅亠父Ｊ
焖	火门心Ｍ
痢	疒禾刂Ｌ
锰	钅子皿Ｍ
厣	厂大甲Ｙ
瘐	疒臼人Ｙ
蠹	十虫虫Ｄ
楫	木口耳Ｊ
澧	氵日<首上>Ｌ
郓	冖车阝Ｙ
秸	禾吉ＪＥ
砦	止匕石Ｚ
璁	王<囱框>心Ｃ
柞	木乍ＺＯ
纫	纟刀丶Ｒ
纡	纟于ＹＵ
腭	月吅<亏下>Ｅ
骐	马其ＱＩ
黟	黑夕夕Ｙ
瘿	疒贝女Ｙ
捭	扌卑ＢＩ
芨	艹及ＪＩ
笳	加ＪＡ
嵯	山工Ｃ
颏	亥页ＫＥ
郧	口贝阝Ｙ
妣	女比ＢＩ
钾	钅甲ＪＡ
酃	<雨头>吅阝Ｌ
圄	囗五口Ｙ
稞	禾日木Ｋ
苡	艹以ＹＩ
杼	木<予下>Ｚ
戡	其乚戈Ｋ
勐	子皿力Ｍ
薨	艹歹匕Ｈ
蛉	虫今丶Ｌ
澍	氵吉寸Ｓ
雩	<雨头>二<亏下>Ｙ
骘	阝止马Ｚ
憷	忄林<足下>Ｃ
茴	艹囗口Ｈ
诜	讠儿Ｓ
淖	氵<卓上>十Ｎ
筅	儿Ｘ
佚	亻失ＹＩ
襦	衤<雨头><而下>Ｒ
郇	勹日阝Ｈ
吖	口丷丨Ａ
檫	木宀示Ｃ
帔	巾皮ＰＩ
垭	土亚ＹＡ
凫	<鸟上>几ＦＵ
鹗	吅<亏下>鸟Ｅ
钯	钅巴ＢＡ
邗	干阝ＨＮ
舛	夕<舛右>ＣＮ
謇	宀<冓上>言Ｊ
荠	艹文<齐下>Ｊ
佤	亻瓦ＷＡ
矽	石夕ＸＩ
喁	口甲冂Ｙ
粑	米巴ＢＡ
垓	土亥ＧＩ
苕	艹刀口Ｓ
浔	氵彐寸Ｘ
芫	艹元ＹＮ
煸	火户冊Ｂ
蝓	虫亼<前下>Ｙ
迓	一<牙下>辶Ｙ
杓	木勹丶Ｂ
躅	罒勹Ｚ
褡	衤艹口Ｄ
矾	石几丶Ｆ
喈	口比白Ｊ
沔	氵一Ｍ
樘	木土Ｔ
锨	钅斤欠Ｘ
蜊	虫禾刂Ｌ
搦	扌弓弓Ｎ
鲵	鱼臼儿Ｎ
烷	火宀元Ｗ
蕈	艹覀十Ｘ
刭	<经角>工刂Ｊ
幛	巾音十Ｚ
踯	丷阝Ｚ
堠	土<候角>矢Ｈ
闼	门大辶Ｔ
愀	忄禾火Ｑ
鄯	羊口阝Ｓ
缁	纟巛田Ｚ
氰	气月Ｑ
瓤	亠<衣下>瓜Ｒ
肜	月彡ＲＧ
摈	扌穴丘Ｂ
氟	气弓<齐下>Ｆ
瀣	氵又一Ｘ
鲰	鱼耳又Ｚ
怫	忄弓<齐下>Ｆ
坩	土廿一Ｇ
陉	阝<经角>工Ｘ
疟	疒<虐下>ＹＯ
褰	宀<冓上><衣下>Ｑ
渑	氵口乚Ｍ
笫	<亏下>丿Ｚ
裣	衤亼<应下>Ｌ
菸	艹方<冬下>Ｙ
痼	疒囗古Ｇ
阄	门日Ｊ
缗	纟巳日Ｍ
媪	女日皿Ａ
疱	疒勹巳Ｐ
悭	忄又土Ｑ
尻	尸九ＫＯ
罴	罒土灬Ｐ
燹	豕豕火Ｘ
疥	疒人<齐下>Ｊ
衿	衤今ＪＮ
艏	舟<首上>自Ｓ
亳	<亮上>丿七Ｂ
邛	工阝ＱＧ
眭	目圭ＳＩ
旒	<旗角><充上><流角>Ｌ
茏	艹龙ＬＧ
樯	木十囗Ｑ
艄	舟冃Ｓ
孳	<首上>幺子Ｚ
鲶	鱼今心Ｎ
卅	卅ＳＡ一
黍	禾人氺Ｓ
鲑	鱼圭ＧＩ
氖	气乃ＮＩ
怛	忄日一Ｄ
枋	木方ＦＧ
蒹	艹<首上><兼末>Ｊ
菘	艹木厶Ｓ
豌	一<首上>Ｗ
泶	<学上>水ＸＥ
笏	勹<两撇>Ｈ
忉	忄刀ＤＯ
淝	氵月巴Ｆ
榉	木<应下><举下>Ｊ
踽	丿冂Ｊ
廪	广亠示Ｌ
裎	衤口王Ｃ
桁	木彳亍Ｈ
萑	艹隹ＨＮ
濂	氵广<兼末>Ｌ
鲈	鱼<卓上>尸Ｌ
疹	疒人彡Ｚ
逋	甫辶ＢＵ
栳	木耂匕Ｌ
蚍	虫比ＰＩ
苒	艹冂土Ｒ
蝣	虫<旗角>子Ｙ
铙	钅<尧上>儿Ｎ
殍	歹爫子Ｐ
陂	阝皮ＢＩ
埚	土口内Ｇ
麂	<鹿上>比几Ｊ
妊	女壬ＲＮ
唢	口贝Ｓ
锗	钅者ＺＥ
擘	尸辛手Ｂ
趸	丆足Ｄ
赍	十从贝Ｊ
谰	讠门木Ｌ
歙	亼羽欠Ｓ
縻	广林小Ｍ
焯	火<卓上>十Ｚ
矬	矢从土Ｃ
烯	火乂巾Ｘ
荩	艹尺<冬下>Ｊ
艨	舟艹<豕下>Ｍ
眇	目少ＭＯ
瓴	今丶瓦Ｌ
亍	亍ＣＵ一
佧	亻<卓上>下Ｋ
叻	口力ＬＥ
箝	扌廿Ｑ
勰	力力心Ｘ
氨	气宀女Ａ
喱	口厂里Ｌ
飨	<乡上>丿食Ｘ
翥	者羽ＺＵ
侪	亻文<齐下>Ｃ
桫	木氵少Ｓ
鲠	鱼一乂Ｇ
茑	艹鸟ＮＯ
蚝	虫毛ＨＯ
跗	亻寸Ｆ
焓	火今口Ｈ
洄	氵囗口Ｈ
疽	疒且ＪＵ
笤	刀口Ｔ
篦	<囱框>比Ｂ
鹕	古月鸟Ｈ
雎	且隹ＪＵ
胺	月宀女Ａ
蹰	厂寸Ｃ
阋	门臼儿Ｘ
钬	钅火ＨＯ
镪	钅弓虫Ｑ
馕	饣十<衣下>Ｎ
艟	舟立里Ｃ
毂	士<车旁>殳Ｇ
鹈	丷丿鸟Ｔ
庠	广羊ＸＧ
猗	犭大可Ｙ
瞽	吉十目Ｇ
疴	疒可ＫＥ
踅	扌斤足Ｘ
棼	林八刀Ｆ
睾	丿罒十Ｇ
鹳	艹隹鸟Ｇ
疡	疒<乃上><两撇>Ｙ
锍	钅<充上><流角>Ｌ
漭	氵艹廾Ｍ
跸	比十Ｂ
醮	酉隹灬Ｊ
砬	石立ＬＡ
濉	氵目隹Ｓ
柢	木<卬左>七Ｄ
泷	氵龙ＬＧ
逄	夂<舛右>辶Ｐ
埘	土日寸Ｓ
陟	阝止<步下>Ｚ
耋	耂匕至Ｄ
笄	开ＪＩ
蚧	虫人<齐下>Ｊ
蝥	攵虫Ｍ
塄	土罒方Ｌ
萘	艹大示Ｎ
郯	火火阝Ｔ
烃	火<经角>工Ｔ
酮	酉冂一Ｔ
彖	彑<豕下>ＴＮ
痫	疒门木Ｘ
鼙	吉十卑Ｐ
掮	扌户冃Ｑ
趿	及ＴＡ
帑	女又巾Ｔ
馔	饣巳八Ｚ
鲇	鱼占ＮＮ
畦	田圭ＱＩ
蚜	虫一<牙下>Ｙ
枸	木勹口Ｇ
狷	犭口冃Ｊ
尢	尢ＹＵ一
稗	禾卑ＢＩ
窠	穴日木Ｋ
溘	氵土皿Ｋ
矸	石干ＧＮ
岢	山可ＫＥ
沭	氵木丶Ｓ
钲	钅一止Ｚ
蠃	<赢框>虫ＬＯ
睃	目厶夂Ｓ
庾	广臼人Ｙ
扦	扌千ＱＮ
鸱	<卬左>七鸟Ｃ
哚	口几木Ｄ
菔	艹月又Ｆ
枥	木厂力Ｌ
轳	<车旁><卓上>尸Ｌ
蟛	虫吉彡Ｐ
觋	工从见Ｘ
祜	礻古ＨＵ
蚰	虫由ＹＵ
狳	犭亼朩Ｙ
倬	亻<卓上>十Ｚ
锱	钅巛田Ｚ
蛄	虫古ＧＵ
醪	酉羽彡Ｌ
囟	<囱框>乂ＸＮ
爰	爫<干变>又Ｙ
奁	大匚乂Ｌ
擤	扌自丌Ｘ
槎	木工Ｃ
鞒	革丿<齐下>Ｑ
嬗	女亠一Ｓ
嗉	口小Ｓ
鳐	鱼爫缶Ｙ
柘	木石ＺＥ
毖	比心丿Ｂ
舸	舟可ＧＥ
镍	钅自木Ｎ
鋈	氵丿金Ｗ
潆	氵艹小Ｙ
侑	亻冃Ｙ
谘	讠欠口Ｚ
耔	耒子ＺＩ
锕	钅阝可Ａ
豳	山豕豕Ｂ
芾	艹一巾Ｆ
乩	占乚ＪＩ
渌	氵<录上>水Ｌ
禳	礻亠<衣下>Ｒ
綦	其幺小Ｑ
锑	钅丷弓Ｔ
钤	钅今ＱＮ
砭	石丿之Ｂ
鳏	鱼罒<冬下>Ｇ
辊	<车旁>日比Ｇ
娠	女厂<辰内>Ｓ
鬻	弓弓冂Ｙ
洙	氵朱ＺＵ
墀	土尸牛Ｃ
孥	女又子Ｎ
疣	疒尢丶Ｙ
茇	艹犮ＢＡ
耪	耒<旁上>方Ｐ
芪	艹<卬左>七Ｑ
愆	彳亍心Ｑ
筮	工从Ｓ
榫	木隹十Ｓ
栀	木<后上>Ｚ
薅	艹女寸Ｈ
萁	艹其ＱＩ
蜞	虫其ＱＩ
蛩	工几虫Ｑ
罨	罒大乚Ｙ
鳟	鱼酋寸Ｚ
阍	门<卬左>七Ｈ
龃	止凵且Ｊ
莰	艹土欠Ｋ
酽	酉亚丿Ｙ
栲	木耂丂Ｋ
氪	气古儿Ｋ
崤	山乂冃Ｘ
啁	口<周框>土Ｚ
铋	钅心丿Ｂ
碘	石冂八Ｄ
觚	用瓜Ｇ
毽	毛<秉中><举下>Ｊ
捌	扌另刂Ｂ
樾	木走戈Ｙ
瘢	疒舟殳Ｂ
茌	艹亻士Ｃ
鹚	<首上>幺鸟Ｃ
骶	骨<卬左>七Ｄ
菏	<艹氵>可ＨＥ
糁	米厶彡Ｓ
穑	禾十囗Ｓ
溏	氵广口Ｔ
刖	月刂ＹＥ
嫜	女音十Ｚ
螽	夂虫虫Ｚ
缒	纟<阜上>辶Ｚ
滹	氵虍丨Ｈ
髋	骨宀见Ｋ
攮	扌十<衣下>Ｎ
楂	木木一Ｃ
戽	户斗ＨＵ
铧	钅<化右>十Ｈ
囝	囗子ＮＮ
愍	巳攵心Ｍ
坭	土尸匕Ｎ
熵	火<商外><谷下>Ｓ
澶	氵亠一Ｃ
鲂	鱼方ＦＧ
鞯	革艹子Ｊ
橛	木厂欠Ｊ
飧	夕食ＳＮ
痈	疒用ＹＧ
枞	木从ＺＧ
殂	歹且ＣＵ
冱	冫一彑Ｈ
匏	大<亏下>勹Ｐ
蠼	虫目又Ｑ
嵊	山禾<北左>Ｓ
艉	舟尸毛Ｗ
岙	丿大山Ａ
樗	木<雨头><亏下>Ｃ
遄	山丆辶Ｃ
舂	臼ＣＧ
椟	木十头Ｄ
尕	乃小ＧＡ
柙	木甲ＸＡ
伧	亻人Ｃ
坻	土<卬左>七Ｃ
瓠	大<亏下>瓜Ｈ
镬	钅艹又Ｈ
髡	镸彡儿Ｋ
薮	艹女攵Ｓ
蔌	艹木欠Ｓ
龉	止凵口Ｙ
鹾	<卓上>囗工Ｃ
讣	讠卜ＦＵ
皲	冖车皮Ｊ
髁	骨日木Ｋ
杲	日木ＧＯ
芰	艹十又Ｊ
椐	木尸古Ｊ
橼	木彑<豕下>Ｙ
缯	纟丷日Ｚ
鸹	舌鸟ＧＡ
龋	止凵冂Ｑ
莪	艹手戈Ｅ
锞	钅日木Ｋ
圹	土广ＫＧ
黧	禾勹黑Ｌ
隈	阝田<畏下>Ｗ
彘	彑矢比Ｚ
暌	日癶大Ｋ
餍	厂大食Ｙ
赜	匚贝Ｚ
筚	比十Ｂ
泔	氵廿一Ｇ
嘏	古<右框>又Ｇ
疠	疒丆Ｌ
鸬	<卓上>尸鸟Ｌ
檠	艹攵木Ｑ
饧	饣<乃上><两撇>Ｘ
醯	酉<充上>皿Ｘ
蚬	虫见ＸＮ
蓖	艹<囱框>比Ｂ
哏	口艮ＧＮ
蹁	户冊Ｐ
朐	月勹口Ｑ
疋	乛<足下>ＳＵ
甑	丷日瓦Ｚ
绂	纟犮ＦＵ
铗	钅夫丷Ｊ
髫	镸彡口Ｔ
螅	虫自心Ｘ
宄	宀九ＧＩ
芎	艹弓ＸＧ
摭	扌广灬Ｚ
膣	月穴至Ｚ
苷	艹廿一Ｇ
骟	马户羽Ｓ
圯	土巳ＹＩ
棹	木<卓上>十Ｚ
枳	木口八Ｚ
啭	口二<专下>Ｚ
蔟	艹<旗角>矢Ｃ
妫	女<冬下>力Ｇ
鍪	攵金Ｍ
夤	夕穴一Ｙ
牖	片户甫Ｙ
觯	用十Ｚ
棰	木千<垂下>Ｃ
盍	土厶皿Ｈ
茭	艹亠父Ｊ
耨	耒厂寸Ｎ
鞣	革木Ｒ
钡	钅贝ＢＩ
礅	石<享上>攵Ｄ
苴	艹且ＪＵ
熘	火刀田Ｌ
硼	石月月Ｐ
秫	禾木丶Ｓ
铊	钅宀匕Ｔ
柁	木宀匕Ｄ
壅	亠<乡上>土Ｙ
飑	风勹巳Ｂ
膈	月一冂Ｇ
钪	钅亠几Ｋ
箜	穴工Ｋ
缡	纟文冂Ｌ
醚	酉米辶Ｍ
敉	米攵ＭＩ
甯	宀心<甬下>Ｎ
潍	氵纟隹Ｗ
寤	宀爿口Ｗ
肄	匕矢<举下>Ｙ
阈	门戈口Ｙ
跏	加ＪＡ
栊	木龙ＬＧ
栌	木<卓上>尸Ｌ
涑	氵木口Ｓ
脘	月宀元Ｗ
酎	酉寸ＺＵ
柒	氵七木Ｑ
谵	讠言Ｚ
鲳	鱼日日Ｃ
茈	艹止匕Ｃ
痱	疒非ＦＩ
鬈	镸彡Ｑ
蛳	虫一巾Ｓ
秭	禾丿<亏下>Ｚ
阏	门方人Ｙ
捩	扌户大Ｌ
镆	钅莫ＭＯ
枇	木比ＰＩ
枵	木口丂Ｘ
氚	气川ＣＮ
皴	厶夂皮Ｃ
堀	土尸山Ｋ
讴	讠匚乂Ｏ
圊	囗月Ｑ
穰	禾亠<衣下>Ｒ
蟮	虫羊口Ｓ
笥	口Ｓ
焐	火五口Ｗ
菖	艹日日Ｃ
绐	纟厶口Ｄ
儋	亻言Ｄ
邡	方阝ＦＧ
蓼	艹羽彡Ｌ
蒌	艹米女Ｌ
圮	土己ＰＩ
浠	氵乂巾Ｘ
廨	广牛Ｘ
怙	忄古ＨＵ
闶	门亠几Ｋ
瓿	立口瓦Ｂ
诂	讠古ＧＵ
粳	米一乂Ｊ
鳓	鱼革力Ｌ
漯	氵田小Ｌ
眚	丿目Ｓ
庑	广<干变>乚Ｗ
苎	艹宀一Ｎ
觳	士用殳Ｈ
楗	木<秉中>廴Ｊ
徼	彳白攵Ｊ
莨	艹丶艮Ｌ
黥	黑<享上>小Ｑ
芴	艹勹<两撇>Ｗ
酰	酉儿Ｘ
柽	木又土Ｃ
钭	钅斗ＴＵ
揿	扌钅欠Ｑ
蓊	艹八羽Ｗ
馑	饣廿Ｊ
喾	<学上>口Ｋ
僳	亻覀米Ｓ
揎	扌宀一Ｘ
挹	扌口巴Ｙ
芏	艹土ＤＵ
剀	山己刂Ｋ
愦	忄<贵上>贝Ｋ
曩	日亠<衣下>Ｎ
袢	衤半ＰＮ
酾	酉一冂Ｓ
硒	石西ＸＩ
曛	日千黑Ｘ
俣	亻口大Ｙ
笊	爪ＺＯ
卮	<后上>ＺＩ
汊	氵又丶Ｃ
郴	林阝ＣＮ
雠	隹讠隹Ｃ
鲷	鱼<周框>土Ｄ
仂	亻力ＬＥ
莴	艹口内Ｗ
癍	疒王王Ｂ
榧	木匚非Ｆ
鹣	<首上><兼末>鸟Ｊ
蘖	艹<阜上>木Ｎ
旆	<旗角>一巾Ｐ
蕖	<艹氵>匚木Ｑ
桡	木<尧上>儿Ｒ
荪	艹子小Ｓ
婺	攵女Ｗ
妯	女由ＺＵ
钣	钅又Ｂ
垆	土<卓上>尸Ｌ
沤	氵匚乂Ｏ
屣	尸彳<足下>Ｘ
卺	乛水Ｊ
嫠	未厂女Ｌ
蘼	艹广非Ｍ
坶	土母ＭＵ
蘧	艹虍辶Ｑ
镒	钅<首上>皿Ｙ
蕞	艹耳又Ｚ
玢	王八刀Ｂ
厝	厂日Ｃ
锆	钅口Ｇ
鬲	一口冂Ｇ
詈	罒言ＬＩ
箧	匚夫Ｑ
铴	钅氵<乃上>Ｔ
怃	忄<干变>乚Ｗ
浜	氵丘八Ｂ
鳔	鱼覀示Ｂ
缶	缶ＦＵ丿
藿	艹<雨头>隹Ｈ
蛑	虫厶牛Ｍ
柰	木示ＮＩ
鼗	<兆左><首上>又Ｔ
蓥	艹冖金Ｙ
欤	与欠ＹＵ
钚	钅不ＢＵ
蛞	虫舌ＫＯ
娌	女里ＬＩ
鲆	鱼干丷Ｐ
癔	疒音心Ｙ
鄣	音十阝Ｚ
酢	酉乍ＣＵ
骖	马厶彡Ｃ
酲	酉口王Ｃ
碓	石隹ＤＩ
妗	女今ＪＮ
麈	<鹿上>比主Ｚ
傧	亻穴丘Ｂ
燔	火丿田Ｆ
黻	业巾犮Ｆ
缂	纟革ＫＥ
鹩	大小鸟Ｌ
碛	石贝Ｑ
铱	钅亠<衣下>Ｙ
塬	土厂小Ｙ
韫	二<韦下>皿Ｙ
揸	扌木一Ｚ
趵	勹丶Ｂ
屙	尸阝可Ｅ
猓	犭日木Ｇ
檩	木亠示Ｌ
谝	讠户冊Ｐ
笸	匚口Ｐ
蜣	虫乚Ｑ
溽	氵厂寸Ｒ
蜩	虫<周框>土Ｔ
乇	丿七ＴＯ
痦	疒五口Ｗ
赀	止匕贝Ｚ
萏	艹臼Ｄ
偾	亻十贝Ｆ
鄄	覀土阝Ｊ
岘	山见ＸＮ
揠	扌匚日Ｙ
伛	亻匚乂Ｙ
碚	石立口Ｂ
阊	门日日Ｃ
蕺	艹耳戈Ｊ
孓	乛亅丶Ｊ
镧	钅门木Ｌ
锊	钅爫寸Ｌ
铍	钅皮ＰＩ
溱	氵禾Ｑ
昝	夂卜日Ｚ
胙	月乍ＺＯ
瑷	王<爱上>又Ａ
邶	<北左>匕阝Ｂ
坫	土占ＤＮ
伲	亻尸匕Ｎ
芑	艹己ＱＩ
缬	纟吉页Ｘ
硎	石开刂Ｘ
镟	钅<旗角><足下>Ｘ
糌	米卜日Ｚ
隹	隹ＣＩ丿
坼	土斤丶Ｃ
幞	巾业丶Ｆ
戢	口耳戈Ｊ
崃	山未丷Ｌ
髀	骨卑ＢＩ
忭	忄亠卜Ｂ
箪	丷十Ｄ
瞢	艹罒目Ｍ
筌	人王Ｑ
菽	艹小又Ｓ
荨	艹彐寸Ｑ
郅	至阝ＺＩ
锛	钅大廾Ｂ
笾	力辶Ｂ
篪	几Ｃ
辏	<车旁>大Ｃ
癜	疒尸殳Ｄ
钒	钅几丶Ｆ
哕	口山夕Ｈ
敫	白方攵Ｊ
廑	广廿Ｊ
鲢	鱼车辶Ｌ
仳	亻比ＰＩ
厍	厂车ＳＥ
砷	石日丨Ｓ
蓍	艹耂日Ｓ
鳎	鱼日羽Ｔ
圬	土二<亏下>Ｗ
欷	乂欠Ｘ
碹	石宀一Ｘ
甏	吉彡瓦Ｂ
檗	尸辛木Ｂ
豉	一<首上>又Ｃ
淦	氵金ＧＮ
磙	石亠<衣下>Ｇ
苣	艹匚<右框>Ｊ
艿	艹乃ＮＩ
颞	耳又页Ｎ
嗍	口<首上>月Ｓ
胝	月<卬左>七Ｚ
槠	木讠者Ｚ
诼	讠豕丶Ｚ
诹	讠耳又Ｚ
麸	夂夫Ｆ
蛱	虫夫丷Ｊ
鞫	革勹言Ｊ
锂	钅里ＬＩ
荞	艹丿<齐下>Ｑ
轫	<车旁>刀丶Ｒ
椹	木其乚Ｓ
郾	匚日阝Ｙ
楱	木大Ｃ
迨	厶口辶Ｄ
氘	气<齐下>ＤＯ
槲	木斗Ｈ
耩	耒<冓上>冂Ｊ
熳	火日又Ｍ
缌	纟田心Ｓ
恂	忄勹日Ｘ
铟	钅囗大Ｙ
卣	<卓上>囗<右框>Ｙ
唣	口白七Ｚ
苁	艹从ＣＧ
裉	衤艮ＫＮ
瘰	疒田小Ｌ
泺	氵<卬左>小Ｌ
锘	钅艹口Ｎ
璩	王虍豕Ｑ
薹	艹吉土Ｔ
阌	门<爱上>又Ｗ
堙	土覀土Ｙ
茺	艹<充上>儿Ｃ
砩	石弓<齐下>Ｆ
蓠	艹文冂Ｌ
啉	口林ＬＮ
黾	口日乚Ｍ
诒	讠厶口Ｙ
唑	口从土Ｚ
砗	石车ＣＥ
羝	<卬左>七Ｄ
顸	干页ＨＮ
刳	大<亏下>刂Ｋ
杩	木马ＭＡ
俳	亻非ＰＩ
慊	忄<首上><兼末>Ｑ
缫	纟巛木Ｓ
茼	艹冂一Ｔ
狺	犭言ＹＮ
缍	纟千<垂下>Ｄ
圪	土乙Ｇ
麇	<鹿上>比禾Ｊ
悝	忄里ＫＩ
尥	尢勹丶Ｌ
狨	犭戈Ｒ
铯	钅巴Ｓ
嗾	口<旗角>矢Ｓ
胗	月人彡Ｚ
痤	疒从土Ｃ
隳	阝Ｈ
镢	钅厂欠Ｊ
鹋	艹田鸟Ｍ
槭	木戊<卓上>Ｑ
畹	田宀Ｗ
嵛	山亼<前下>Ｙ
饫	饣丿大Ｙ
蘩	艹小Ｆ
赓	广<秉中>贝Ｇ
绲	纟日比Ｇ
翮	一冂羽Ｈ
郐	人云阝Ｋ
缧	纟田小Ｌ
酹	酉爫寸Ｌ
唛	口夂Ｍ
颟	艹两页Ｍ
蠓	虫艹<豕下>Ｍ
眄	目一Ｍ
葚	艹其乚Ｒ
腧	月亼<前下>Ｓ
溲	氵叟ＳＵ
溻	氵日羽Ｔ
踬	贝Ｚ
怍	忄乍ＺＯ
畚	厶大田Ｂ
嬖	尸辛女Ｂ
糍	米<首上>幺Ｃ
旰	日干ＧＮ
鞲	革<冓上>冂Ｇ
涫	氵宀<官下>Ｇ
颃	亠几页Ｈ
荭	艹纟工Ｈ
嵴	山<脊右>月Ｊ
垲	土山己Ｋ
呒	口<干变>乚Ｍ
胼	月丷开Ｐ
芡	艹欠ＱＮ
朊	月元ＲＮ
馓	饣攵Ｓ
跣	儿Ｘ
刈	乂刂ＹＩ
萸	艹臼人Ｙ
龠	亼吅冊Ｙ
帻	巾贝Ｚ
瘳	疒羽彡Ｃ
疸	疒日一Ｄ
磴	石癶<首上>Ｄ
陔	阝亥ＧＩ
醢	酉皿Ｈ
踺	<秉中>廴Ｊ
蠲	<首上>皿勹Ｊ
蛸	虫冃Ｓ
硖	石夫丷Ｘ
鲞	鱼ＸＧ
蚴	虫幺力Ｙ
镲	钅宀示Ｃ
戥	日戈Ｄ
葑	艹圭寸Ｆ
篌	亻矢Ｈ
栝	木舌ＧＡ
耧	耒米女Ｌ
峁	山<卯左>卩Ｍ
堋	土月月Ｐ
芘	艹比ＰＩ
謦	士殳言Ｑ
鸲	勹口鸟Ｑ
颡	又木页Ｓ
鄞	廿阝Ｙ
嗌	口<首上>皿Ａ
